ids,pred_status
104972,0
104973,0
104976,0
104979,0
104983,0
104984,0
104995,0
104998,0
105002,0
105004,0
105007,0
105008,0
105010,0
105015,0
105026,0
105028,0
105031,0
105032,0
105033,0
105034,0
105038,0
105039,1
105044,0
105053,0
105056,0
105057,0
105060,0
105065,0
105067,0
105072,0
105075,0
105078,0
105080,0
105081,0
105083,0
105086,0
105087,0
105088,0
105090,0
105096,0
105098,0
105099,0
105100,0
105102,0
105123,0
105128,0
105129,0
105131,0
105136,0
105138,0
105139,0
105142,0
105143,0
105145,0
105150,0
105151,0
105153,0
105162,0
105163,0
105166,0
105169,0
105176,0
105179,0
105181,0
105182,0
105192,0
105193,0
105201,0
105205,0
105208,0
105213,0
105215,0
105240,0
105244,1
105246,0
105247,0
105253,0
105254,0
105255,0
105257,0
105264,0
105268,0
105270,0
105271,0
105275,0
105276,0
105278,0
105283,0
105289,0
105291,0
105292,0
105295,0
105296,0
105298,0
105302,0
105303,0
105307,0
105325,0
105326,0
105328,0
105335,1
105336,0
105339,0
105341,0
105342,0
105344,0
105350,0
105351,0
105359,0
105360,0
105361,0
105363,0
105364,0
105365,0
105367,0
105369,0
105372,0
105373,0
105374,0
105376,0
105377,0
105378,0
105383,0
105387,0
105390,0
105391,0
105392,0
105396,0
105399,0
105403,0
105409,0
105414,0
105417,0
105421,1
105422,0
105432,0
105433,0
105440,0
105441,0
105444,0
105454,0
105455,0
105461,0
105462,0
105466,0
105467,0
105470,0
105471,0
105472,0
105473,0
105477,0
105479,0
105480,0
105496,0
105497,0
105499,0
105500,0
105502,0
105505,0
105506,0
105507,0
105508,0
105510,0
105515,0
105516,0
105518,0
105519,0
105522,0
105524,0
105525,0
105526,0
105527,0
105528,0
105545,0
105548,0
105550,0
105552,0
105555,0
105556,0
105559,0
105562,0
105565,0
105570,0
105581,0
105587,0
105588,0
105589,0
105592,0
105594,0
105596,0
105599,0
105606,0
105607,0
105608,0
105609,0
105613,0
105618,0
105620,0
105622,0
105624,0
105630,0
105631,0
105632,0
105633,0
105634,0
105637,0
105638,0
105646,0
105649,0
105650,0
105655,0
105656,0
105666,0
105668,0
105670,0
105671,0
105672,0
105673,0
105674,0
105675,0
105676,0
105677,0
105679,0
105680,0
105686,0
105690,0
105691,0
105696,0
105698,0
105702,0
105703,0
105705,0
105707,0
105708,0
105720,0
105724,0
105725,0
105726,0
105727,0
105729,0
105730,0
105731,0
105732,0
105733,0
105734,0
105735,0
105741,0
105742,0
105743,0
105748,0
105757,0
105758,0
105764,0
105768,0
105770,0
105774,0
105778,0
105780,0
105790,0
105792,0
105793,0
105794,0
105795,0
105799,0
105801,0
105804,0
105811,0
105812,0
105818,0
105820,0
105821,0
105824,0
105826,0
105830,0
105834,0
105835,0
105837,0
105846,0
105848,0
105849,0
105861,0
105862,0
105864,0
105866,0
105878,0
105879,0
105885,0
105886,0
105887,0
105891,0
105897,0
105899,0
105900,0
105907,0
105910,0
105913,1
105914,0
105916,0
105917,0
105918,0
105921,0
105922,0
105925,0
105926,0
105929,0
105931,0
105933,0
105936,0
105942,0
105944,0
105945,0
105948,0
105949,0
105951,0
105955,0
105958,0
105959,0
105960,0
105962,0
105963,0
105966,0
105967,0
105968,0
105970,0
105971,0
105972,0
105977,0
105978,0
105979,0
105981,0
105983,0
105985,0
105991,0
105992,0
105994,0
105997,0
106003,0
106006,0
106010,1
106012,0
106017,0
106020,0
106021,0
106022,0
106029,0
106030,0
106033,0
106036,0
106041,0
106042,0
106048,0
106053,0
106054,0
106056,0
106059,0
106060,0
106063,0
106065,0
106071,0
106078,0
106081,0
106086,0
106088,0
106095,0
106096,0
106099,0
106101,0
106102,0
106103,0
106107,0
106108,0
106110,0
106111,0
106114,0
106116,0
106119,0
106120,0
106123,0
106126,0
106127,0
106133,0
106135,0
106136,0
106139,0
106143,0
106145,0
106146,0
106149,0
106151,0
106152,0
106153,0
106154,0
106156,0
106159,0
106160,0
106164,0
106165,0
106166,0
106173,0
106174,0
106178,0
106181,0
106189,0
106191,0
106193,0
106196,0
106199,0
106201,0
106204,0
106210,0
106220,0
106222,0
106223,0
106224,0
106226,0
106228,0
106229,0
106230,0
106232,0
106233,0
106234,0
106235,0
106236,0
106238,0
106241,0
106245,0
106247,0
106248,0
106249,0
106250,0
106253,0
106256,0
106262,0
106266,0
106267,0
106274,0
106277,0
106278,0
106279,0
106283,0
106285,0
106286,0
106289,0
106292,0
106296,0
106297,0
106298,0
106299,0
106300,0
106301,0
106305,0
106311,0
106314,0
106315,0
106317,0
106319,0
106321,0
106332,0
106335,0
106337,0
106338,0
106339,0
106340,0
106341,0
106355,0
106356,0
106357,0
106363,0
106364,0
106365,0
106372,0
106375,0
106377,0
106378,0
106379,0
106389,0
106392,0
106393,0
106394,0
106399,0
106403,0
106410,0
106417,0
106419,0
106421,0
106422,0
106434,0
106435,0
106439,0
106441,0
106442,0
106448,0
106452,0
106454,0
106455,0
106456,0
106457,0
106463,0
106466,0
106472,0
106482,0
106487,0
106489,0
106490,0
106492,0
106494,0
106500,0
106503,0
106508,0
106510,0
106513,0
106516,0
106518,0
106520,0
106521,0
106523,0
106527,0
106528,0
106542,0
106544,0
106546,0
106550,0
106559,0
106560,0
106561,0
106566,0
106570,0
106575,0
106576,0
106580,0
106582,0
106584,0
106585,0
106586,0
106590,0
106595,0
106598,0
106601,0
106604,0
106605,0
106607,0
106608,0
106609,0
106614,0
106616,0
106618,0
106619,0
106622,0
106623,0
106624,0
106626,0
106628,0
106629,0
106631,0
106635,0
106643,0
106644,0
106647,0
106648,0
106649,0
106650,0
106651,0
106653,1
106658,0
106659,0
106661,0
106667,0
106669,0
106676,0
106680,0
106682,0
106688,0
106691,0
106692,0
106695,0
106696,0
106698,0
106699,0
106701,0
106702,0
106711,0
106713,0
106720,0
106729,0
106730,0
106735,0
106737,0
106738,0
106741,0
106743,0
106744,0
106746,0
106747,0
106748,0
106749,0
106750,0
106752,0
106753,0
106757,0
106758,0
106759,0
106760,0
106772,0
106775,0
106783,0
106786,0
106787,0
106788,0
106789,0
106791,0
106793,0
106794,0
106796,0
106800,0
106801,0
106802,0
106804,1
106806,0
106816,0
106821,0
106831,0
106834,0
106837,0
106838,0
106841,0
106843,0
106847,0
106849,0
106858,0
106860,0
106861,0
106867,0
106894,0
106897,0
106898,0
106902,0
106903,0
106904,0
106908,0
106909,0
106913,0
106917,0
106920,0
106924,0
106927,0
106931,0
106933,0
106934,0
106935,0
106937,0
106940,0
106941,0
106942,0
106945,0
106946,0
106949,0
106950,0
106951,0
106956,0
106958,0
106960,0
106963,0
106964,0
106967,0
106969,0
106975,0
106976,0
106977,0
106978,0
106979,1
106981,0
106982,0
106984,0
106991,0
106992,0
106998,0
107002,0
107003,0
107005,0
107010,0
107015,0
107021,0
107022,0
107024,0
107028,0
107029,0
107033,0
107038,0
107041,0
107044,0
107046,0
107050,0
107056,0
107058,0
107063,0
107068,0
107069,0
107072,0
107081,0
107082,0
107083,0
107090,0
107095,0
107098,0
107100,0
107101,0
107105,0
107110,0
107111,0
107112,0
107114,0
107117,0
107118,0
107121,0
107126,0
107132,0
107134,0
107135,0
107143,0
107144,0
107145,0
107150,0
107151,0
107155,0
107157,0
107160,0
107161,0
107162,0
107164,0
107168,0
107170,0
107173,1
107175,0
107176,0
107177,0
107183,0
107194,0
107202,0
107203,0
107208,0
107209,0
107213,0
107216,0
107231,0
107233,0
107235,0
107236,0
107246,0
107248,0
107269,0
107271,0
107272,0
107273,0
107275,0
107278,0
107283,0
107287,0
107290,0
107291,0
107293,0
107295,0
107296,0
107297,0
107300,0
107303,0
107304,0
107305,0
107306,0
107309,0
107312,0
107313,0
107314,0
107315,0
107318,0
107319,0
107321,0
107322,0
107326,0
107327,0
107337,0
107338,0
107339,0
107344,0
107345,0
107346,0
107348,0
107351,0
107356,0
107359,0
107363,0
107364,0
107367,0
107368,0
107370,0
107376,0
107379,0
107382,0
107384,0
107387,0
107390,0
107392,0
107396,0
107397,0
107399,1
107400,0
107409,0
107412,0
107415,0
107420,0
107421,0
107422,0
107423,0
107424,0
107425,0
107426,0
107432,0
107434,0
107436,0
107438,0
107439,0
107443,0
107445,0
107446,0
107447,0
107448,0
107451,0
107454,0
107456,0
107457,0
107459,0
107460,0
107463,0
107472,0
107474,0
107475,0
107480,0
107491,0
107496,0
107497,0
107498,0
107499,0
107502,0
107504,0
107505,0
107507,0
107510,0
107517,0
107518,0
107523,0
107524,0
107527,0
107528,0
107533,0
107539,0
107542,0
107545,0
107549,0
107550,0
107553,0
107557,0
107560,0
107562,0
107563,0
107565,0
107571,0
107572,0
107574,0
107578,0
107580,0
107584,0
107586,0
107590,0
107595,0
107596,0
107599,0
107600,0
107602,0
107603,0
107607,0
107609,0
107611,0
107612,0
107615,0
107619,0
107620,0
107621,0
107625,0
107631,0
107636,0
107645,0
107646,0
107648,0
107649,0
107650,0
107653,0
107655,0
107656,0
107657,1
107660,0
107662,0
107664,0
107665,0
107666,0
107670,0
107671,0
107673,0
107674,0
107675,0
107679,0
107680,0
107684,0
107687,0
107689,0
107694,0
107695,0
107698,0
107699,0
107706,0
107710,0
107711,0
107715,1
107717,0
107719,0
107724,0
107732,0
107735,0
107738,1
107740,0
107745,0
107751,0
107754,0
107755,0
107757,1
107758,0
107764,0
107769,0
107770,0
107771,0
107772,0
107775,0
107778,0
107780,0
107783,0
107784,0
107785,0
107786,0
107787,0
107788,0
107795,0
107798,0
107807,0
107808,0
107812,0
107813,0
107815,0
107818,0
107823,0
107827,0
107829,0
107832,0
107835,0
107838,0
107847,0
107850,0
107852,0
107856,0
107857,0
107863,0
107865,0
107870,0
107876,0
107880,0
107881,0
107882,0
107884,0
107891,0
107896,0
107901,0
107902,0
107903,0
107911,0
107913,0
107915,0
107917,0
107922,0
107926,0
107927,0
107929,0
107940,0
107946,0
107949,0
107951,0
107952,0
107956,0
107958,0
107959,0
107960,0
107965,0
107967,0
107971,0
107975,0
107980,0
107982,0
107983,0
107985,0
107987,0
107994,0
107996,0
108003,0
108012,0
108013,0
108014,0
108016,0
108017,0
108022,0
108023,0
108025,0
108026,0
108027,0
108030,0
108031,0
108035,0
108036,0
108037,0
108042,0
108046,0
108047,0
108048,0
108062,0
108063,0
108064,0
108068,0
108069,0
108074,0
108077,0
108080,0
108082,0
108086,0
108089,0
108090,0
108091,0
108092,0
108102,0
108105,0
108113,0
108122,0
108123,0
108126,0
108127,0
108129,0
108134,0
108137,0
108138,0
108139,0
108141,0
108144,0
108147,0
108149,0
108153,0
108154,0
108156,0
108159,0
108170,0
108176,0
108178,0
108180,0
108182,0
108183,0
108188,0
108191,0
108192,0
108195,0
108197,0
108198,0
108199,0
108201,0
108202,0
108204,0
108208,0
108211,0
108212,0
108215,0
108216,0
108222,0
108226,0
108232,0
108234,0
108236,0
108237,0
108239,0
108252,0
108253,0
108254,0
108255,0
108256,0
108257,0
108258,0
108260,0
108262,0
108263,0
108271,0
108272,0
108273,0
108274,0
108275,0
108278,0
108279,0
108281,0
108289,0
108290,0
108293,0
108294,0
108295,0
108296,0
108298,0
108305,0
108306,0
108313,0
108314,0
108320,0
108325,0
108328,0
108333,0
108335,0
108337,0
108340,0
108347,0
108349,0
108350,0
108351,0
108352,0
108354,0
108356,0
108365,0
108368,0
108369,0
108371,0
108380,0
108382,0
108390,0
108392,0
108401,0
108404,0
108411,0
108414,0
108415,0
108423,0
108425,0
108426,0
108436,0
108441,0
108445,0
108451,0
108456,0
108458,0
108465,0
108466,0
108467,0
108468,0
108475,0
108479,0
108483,0
108484,0
108489,0
108490,0
108491,0
108502,0
108504,0
108507,0
108508,0
108512,0
108515,0
108516,0
108517,0
108518,0
108526,0
108529,0
108542,0
108543,0
108545,0
108546,0
108547,0
108550,0
108552,0
108559,0
108561,0
108564,0
108567,0
108568,0
108573,0
108574,0
108575,0
108576,0
108580,0
108581,1
108583,0
108584,0
108586,0
108589,0
108600,0
108601,0
108603,0
108617,0
108622,0
108623,0
108627,0
108628,0
108630,0
108632,0
108633,0
108637,0
108640,0
108641,0
108642,0
108646,0
108653,0
108654,0
108658,0
108664,0
108666,0
108668,0
108670,0
108673,0
108674,0
108676,0
108679,0
108680,0
108681,0
108682,0
108685,0
108690,0
108692,0
108695,0
108705,0
108711,0
108712,0
108715,0
108716,0
108720,0
108722,0
108726,0
108727,0
108734,0
108738,0
108739,0
108742,0
108743,0
108744,0
108746,0
108747,0
108749,0
108753,0
108754,0
108756,0
108757,0
108762,0
108767,0
108772,0
108779,0
108780,0
108784,0
108786,0
108789,0
108797,0
108799,0
108801,0
108803,0
108814,0
108815,0
108817,0
108824,0
108831,0
108833,0
108834,0
108835,0
108837,0
108847,0
108849,0
108854,0
108856,0
108857,0
108858,0
108860,0
108861,0
108862,0
108868,0
108870,0
108872,0
108874,0
108881,0
108886,0
108889,0
108891,0
108894,0
108897,0
108899,0
108902,0
108905,0
108911,0
108913,0
108916,0
108920,0
108922,0
108928,0
108932,0
108934,0
108939,0
108945,0
108954,0
108958,0
108961,0
108964,0
108967,0
108976,0
108978,0
108980,0
108982,0
108986,0
108988,0
108989,0
108991,0
108994,0
108998,0
109001,0
109002,0
109004,1
109006,0
109008,0
109022,0
109025,0
109037,0
109046,0
109049,0
109050,0
109058,0
109065,0
109066,0
109070,0
109075,0
109077,0
109080,0
109082,0
109088,0
109096,0
109099,0
109105,0
109112,0
109116,0
109118,0
109120,0
109132,0
109133,0
109134,0
109137,0
109139,0
109140,0
109141,0
109146,0
109149,0
109152,0
109156,0
109161,0
109168,0
109171,0
109174,0
109185,0
109189,0
109190,0
109192,0
109193,0
109194,0
109195,0
109201,0
109213,0
109214,0
109220,0
109227,0
109229,0
109232,0
109242,0
109243,0
109247,0
109250,0
109253,0
109261,0
109265,0
109267,0
109268,0
109270,0
109272,0
109280,0
109291,0
109295,0
109298,0
109301,0
109303,0
109307,0
109310,0
109315,0
109318,0
109325,0
109330,0
109335,0
109339,0
109340,0
109344,0
109355,0
109357,0
109358,0
109359,0
109361,0
109368,0
109375,0
109379,0
109380,0
109381,0
109383,0
109385,0
109390,0
109391,0
109395,0
109396,0
109399,0
109400,0
109401,0
109409,0
109412,0
109416,0
109418,0
109421,0
109422,0
109423,0
109438,0
109440,0
109441,0
109447,0
109454,0
109457,0
109464,1
109465,0
109468,0
109473,0
109474,0
109475,0
109478,0
109479,0
109480,0
109489,0
109490,0
109495,0
109498,0
109505,0
109511,0
109515,0
109518,0
109519,0
109520,0
109524,0
109528,0
109530,0
109531,0
109532,0
109534,0
109537,0
109538,0
109540,0
109541,0
109550,0
109552,0
109554,0
109558,0
109561,0
109562,0
109570,0
109576,0
109578,0
109580,0
109582,0
109584,0
109585,0
109587,0
109588,0
109590,0
109591,0
109595,0
109596,0
109598,0
109602,0
109604,0
109605,0
109606,0
109608,0
109609,0
109612,0
109617,0
109624,0
109625,0
109629,0
109638,0
109641,0
109644,0
109646,0
109648,0
109650,0
109651,0
109655,0
109656,0
109660,0
109661,0
109662,0
109663,0
109666,0
109668,0
109670,0
109671,0
109673,0
109675,0
109678,0
109683,0
109684,0
109686,0
109687,0
109691,0
109692,0
109695,0
109702,0
109703,0
109704,0
109706,0
109708,0
109710,0
109716,0
109717,0
109720,0
109721,0
109725,0
109726,0
109727,0
109730,0
109732,0
109737,0
109766,0
109772,0
109773,0
109780,0
109782,0
109784,0
109788,0
109792,0
109795,0
109796,0
109800,0
109801,0
109805,0
109806,0
109807,0
109811,0
109817,0
109822,0
109824,0
109829,0
109831,0
109834,0
109840,0
109843,0
109845,0
109846,0
109849,0
109854,0
109856,0
109859,0
109868,0
109870,0
109873,1
109875,0
109876,0
109877,0
109880,0
109881,0
109884,0
109888,0
109897,0
109898,0
109900,0
109918,0
109920,0
109922,0
109923,0
109933,0
109934,0
109939,0
109940,0
109945,0
109948,0
109949,0
109955,0
109962,0
109965,0
109970,0
109973,0
109974,0
109978,0
109979,0
109981,0
109985,0
109986,0
109991,0
109995,0
109996,0
109998,0
110003,0
110005,0
110010,0
110015,0
110017,0
110018,0
110022,0
110023,0
110024,0
110026,0
110035,0
110037,0
110039,0
110045,0
110048,0
110050,0
110052,0
110055,0
110057,0
110058,0
110059,0
110063,0
110064,0
110068,0
110072,0
110075,0
110077,0
110080,0
110083,0
110085,0
110088,0
110090,0
110091,0
110093,0
110094,0
110096,0
110097,0
110103,0
110105,0
110107,0
110108,0
110112,0
110113,0
110117,0
110118,0
110120,0
110126,0
110130,1
110134,0
110137,0
110148,0
110150,0
110152,0
110155,0
110158,0
110161,0
110163,0
110164,0
110167,0
110176,0
110181,0
110182,0
110186,0
110188,0
110192,0
110196,0
110197,0
110207,0
110208,0
110209,0
110212,0
110213,0
110216,0
110223,0
110228,0
110231,0
110236,0
110242,0
110248,0
110258,0
110261,0
110263,0
110265,0
110266,0
110268,0
110269,0
110275,0
110276,0
110279,0
110281,0
110284,0
110287,0
110288,0
110291,0
110293,0
110295,0
110296,0
110301,0
110302,0
110303,0
110304,0
110309,0
110313,0
110317,0
110325,0
110329,0
110331,0
110332,0
110333,0
110338,0
110339,0
110342,0
110345,0
110346,0
110349,0
110350,0
110351,1
110353,0
110354,0
110358,0
110360,0
110363,0
110365,1
110367,0
110371,0
110373,0
110375,0
110376,0
110378,0
110384,0
110391,0
110392,0
110394,0
110398,0
110400,0
110401,0
110404,0
110405,0
110411,0
110417,0
110418,0
110422,0
110425,0
110426,0
110427,0
110428,0
110429,0
110430,0
110434,0
110441,0
110445,0
110447,0
110449,0
110451,0
110457,0
110458,0
110459,0
110460,0
110463,0
110466,0
110467,0
110472,0
110473,0
110477,0
110480,0
110482,0
110483,0
110484,0
110489,0
110492,0
110494,0
110497,0
110507,0
110508,0
110517,0
110525,0
110526,0
110530,0
110531,0
110535,0
110539,0
110540,0
110543,0
110554,0
110555,0
110562,0
110564,0
110565,0
110566,0
110568,0
110569,0
110571,0
110577,0
110590,0
110592,0
110594,0
110596,0
110597,0
110598,0
110601,0
110603,0
110608,1
110612,0
110617,0
110623,0
110625,0
110628,0
110632,0
110637,0
110640,0
110642,0
110644,0
110648,0
110650,0
110652,0
110655,0
110656,0
110657,0
110658,0
110660,0
110662,0
110663,0
110670,0
110672,0
110676,0
110678,1
110681,0
110682,0
110684,0
110687,0
110689,0
110691,0
110696,0
110702,0
110703,0
110705,0
110707,0
110718,0
110723,0
110725,0
110735,0
110739,0
110741,0
110742,1
110748,0
110751,0
110753,0
110757,0
110760,0
110762,0
110766,0
110769,0
110770,0
110777,0
110781,0
110783,0
110785,0
110787,0
110789,0
110791,0
110792,0
110794,0
110798,0
110799,0
110800,0
110802,0
110803,0
110805,0
110806,0
110807,0
110812,0
110813,0
110814,0
110815,0
110816,0
110818,0
110822,0
110823,0
110827,0
110832,0
110836,1
110841,0
110843,0
110858,0
110859,0
110861,0
110862,0
110863,0
110864,0
110866,0
110867,0
110870,0
110871,0
110876,0
110877,0
110879,0
110884,0
110885,0
110886,0
110887,0
110888,0
110891,0
110893,0
110897,0
110898,0
110900,0
110905,0
110907,0
110909,0
110917,0
110919,0
110921,0
110925,0
110926,0
110927,0
110931,0
110932,0
110933,0
110937,0
110938,0
110944,0
110945,0
110946,0
110949,0
110953,1
110954,0
110955,0
110961,0
110966,0
110969,0
110970,0
110971,0
110972,0
110974,0
110985,0
110986,0
110987,0
110989,0
110990,0
110992,0
110995,0
110996,0
110997,0
111000,0
111003,0
111009,1
111010,0
111016,0
111022,0
111035,0
111038,0
111039,0
111040,0
111041,0
111042,0
111043,0
111044,0
111045,0
111047,0
111053,0
111058,0
111062,0
111064,0
111065,0
111069,0
111071,0
111072,0
111074,0
111079,0
111081,0
111082,0
111083,0
111087,0
111091,0
111095,0
111097,0
111100,0
111102,0
111103,0
111113,0
111114,0
111115,0
111116,0
111119,1
111124,0
111125,0
111126,0
111128,0
111131,0
111144,0
111148,0
111151,0
111155,0
111158,0
111162,0
111163,0
111164,0
111166,0
111168,0
111171,0
111179,0
111180,0
111188,0
111191,0
111192,0
111196,0
111203,0
111208,0
111214,0
111220,1
111221,0
111227,0
111228,0
111229,0
111230,0
111231,0
111233,0
111235,0
111238,0
111239,0
111240,0
111241,0
111242,0
111244,0
111246,0
111249,0
111256,0
111257,0
111263,0
111266,0
111275,0
111276,0
111277,0
111280,0
111282,0
111288,0
111289,0
111291,0
111296,0
111298,0
111300,0
111303,0
111304,0
111309,0
111311,0
111313,0
111316,0
111318,0
111320,0
111324,0
111325,0
111331,0
111333,0
111335,0
111339,0
111341,0
111345,0
111349,0
111353,0
111355,0
111360,0
111361,0
111363,0
111364,0
111367,0
111368,0
111370,0
111372,0
111375,0
111376,0
111378,0
111379,0
111382,0
111383,0
111386,0
111396,0
111401,0
111403,0
111406,0
111410,0
111413,0
111417,0
111423,0
111427,0
111428,0
111429,0
111441,0
111442,0
111446,0
111450,0
111452,0
111453,0
111454,0
111456,0
111457,0
111464,0
111467,0
111469,0
111470,0
111472,0
111479,0
111480,0
111485,0
111487,0
111491,0
111494,0
111497,0
111498,0
111501,0
111503,0
111514,0
111519,0
111520,0
111524,0
111529,0
111532,0
111536,0
111537,0
111545,0
111548,0
111549,0
111557,0
111560,0
111562,0
111563,0
111569,0
111580,0
111581,0
111585,0
111587,0
111590,0
111593,0
111595,0
111598,0
111604,0
111607,0
111609,0
111610,0
111616,0
111618,0
111620,0
111622,0
111627,0
111628,0
111631,0
111635,0
111639,0
111643,0
111647,0
111653,0
111656,0
111658,0
111665,0
111667,0
111670,0
111671,0
111688,0
111692,0
111694,0
111698,0
111701,0
111704,0
111705,0
111709,0
111711,0
111715,0
111716,0
111717,0
111718,0
111725,0
111727,0
111728,0
111730,0
111731,0
111732,0
111734,0
111736,0
111741,0
111743,0
111746,0
111748,0
111750,0
111753,0
111756,0
111765,0
111768,1
111776,0
111779,0
111780,0
111782,0
111784,0
111785,0
111786,0
111788,0
111791,0
111792,0
111798,0
111801,0
111810,0
111811,0
111814,0
111815,0
111817,0
111819,0
111823,0
111824,0
111826,0
111827,0
111829,0
111836,0
111837,0
111838,1
111839,0
111842,0
111844,0
111845,0
111846,0
111852,0
111855,0
111857,0
111863,0
111871,0
111878,0
111883,0
111888,0
111892,0
111893,0
111900,0
111903,0
111907,0
111912,0
111919,0
111923,0
111925,0
111930,0
111936,0
111937,0
111938,0
111940,0
111941,0
111944,0
111945,0
111946,0
111947,0
111950,0
111951,0
111954,0
111959,0
111964,0
111965,0
111968,0
111971,0
111973,0
111984,0
111987,0
111990,0
111991,0
111994,0
111997,0
111998,0
112000,0
112001,0
112003,0
112006,0
112015,0
112016,0
112019,0
112021,0
112024,0
112025,0
112027,0
112036,0
